mood,id,title,vote_count,vote_average,popularity,release_date,genre_ids
泣いた,496243,パラサイト 半地下の家族,19518,8.497,20.2593,2019-12-27,"[35, 53, 18]"
泣いた,597,タイタニック,26345,7.906,21.5542,1997-12-20,"[18, 10749]"
泣いた,1306816,좀비딸,9,6.9,17.5131,2025-07-30,"[35, 18]"
泣いた,387824,엄마친구,24,7.0,20.52,2015-08-20,[18]
泣いた,842931,Sacramento,31,6.161,21.5984,2025-04-11,"[35, 18]"
泣いた,724495,The Woman King,2242,7.646,18.4429,2022-09-16,"[28, 18, 36]"
泣いた,1426776,ストロー: 絶望の淵で,834,7.851,20.3627,2025-06-06,"[53, 18, 80]"
泣いた,22705,背徳令嬢,272,5.6,20.1626,2000-01-28,"[35, 18, 10749]"
泣いた,1289936,Downton Abbey: The Grand Finale,47,7.84,18.7701,2025-09-10,"[18, 10749]"
泣いた,8966,トワイライト〜初恋〜,13974,6.288,19.9019,2009-04-04,"[14, 18, 10749]"
泣いた,1241634,सैयारा,111,6.3,18.8397,2025-07-18,"[10749, 18, 10402]"
泣いた,1252309,Pídeme lo que quieras,239,6.2,19.2958,2024-11-29,"[10749, 18]"
泣いた,541339,グッドガールズ: 崖っぷちの女たち,77,6.526,20.0248,2020-07-10,[18]
泣いた,650498,囀る鳥は羽ばたかない The clouds gather,32,6.8,20.4677,2020-02-15,"[16, 18]"
泣いた,1404864,警部補ゼンデ,8,6.375,18.8673,2025-09-05,"[35, 18, 53]"
泣いた,1314784,ഹൃദയപൂര്‍വ്വം,5,8.4,19.3057,2025-08-28,"[10749, 35, 18, 10751]"
泣いた,50270,パプリカ,547,7.142,18.2986,1991-02-13,[18]
泣いた,75432,맛있는 섹스 그리고 사랑,38,6.0,18.1488,2003-06-27,"[10749, 18]"
泣いた,348084,団鬼六 白獣の槛,1,5.0,18.2873,2008-02-29,[18]
泣いた,16869,イングロリアス・バスターズ,23251,8.215,18.616,2009-11-20,"[18, 53, 10752]"
泣いた,361743,トップガン マーヴェリック,10206,8.168,17.9893,2022-05-27,"[28, 18]"
泣いた,335984,ブレードランナー 2049,14413,7.587,15.8845,2017-10-27,"[878, 18]"
泣いた,537915,アフター,8400,7.116,18.1812,2019-07-12,"[10749, 18]"
泣いた,694943,배달노출: 알몸으로 유혹하기,10,6.6,17.6235,2020-04-10,[10749]
興奮した,617126,ファンタスティック４：ファースト・ステップ,1663,7.186,782.6754,2025-07-25,"[878, 12]"
興奮した,1311031,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,394,7.807,505.3477,2025-07-18,"[16, 28, 14, 53]"
興奮した,1267319,カマキリ,23,6.0,475.7892,2025-09-26,"[28, 80, 53]"
興奮した,1328803,Prisoner of War,40,7.2,440.7085,2025-09-19,"[28, 10752, 53, 36]"
興奮した,1009640,Valiant One,30,6.317,334.8151,2025-01-30,"[28, 10752]"
興奮した,1450529,Gatillero,6,5.833,217.1855,2025-06-12,"[53, 28]"
興奮した,987400,Batman Azteca: Choque de imperios,79,7.899,198.2592,2025-09-18,"[16, 28, 12, 14]"
興奮した,1061474,スーパーマン,3401,7.468,196.55,2025-07-11,"[878, 12, 28]"
興奮した,1007734,Mr.ノーバディ2,702,7.145,180.3249,2025-10-24,"[28, 53]"
興奮した,1054867,ワン・バトル・アフター・アナザー,290,7.626,192.0745,2025-10-03,"[28, 80, 53]"
興奮した,803796,KPOPガールズ! デーモン・ハンターズ,1523,8.3,160.9413,2025-06-20,"[10751, 10402, 35, 12, 14, 16, 27]"
興奮した,1447287,Donde tú quieras,2,6.0,163.6702,2025-03-20,[28]
興奮した,575265,ミッション：インポッシブル／ファイナル・レコニング,1817,7.3,147.481,2025-05-23,"[28, 12, 53]"
興奮した,1035259,The Naked Gun,788,6.644,139.6095,2025-07-30,"[35, 28, 80]"
興奮した,1087192,ヒックとドラゴン,1965,8.03,137.6397,2025-09-05,"[14, 10751, 28, 12]"
興奮した,911430,F1／エフワン,2217,7.833,142.8594,2025-06-27,"[28, 18]"
興奮した,13494,Red Sonja,104,5.7,132.9437,2025-07-31,"[12, 28, 14]"
興奮した,1234821,ジュラシック・ワールド／復活の大地,2202,6.403,134.3111,2025-08-08,"[878, 12, 28]"
興奮した,1028248,As Good as Dead,71,6.444,103.8243,2022-12-16,"[28, 80]"
興奮した,1218925,チェンソーマン レゼ篇,7,9.286,113.8034,2025-09-19,"[16, 28, 14]"
興奮した,1119878,アイス･ロード：リベンジ,430,6.363,95.7778,2025-09-03,"[28, 53, 18]"
興奮した,1175942,バッドガイズ 2,408,7.8,98.9669,2025-07-24,"[16, 10751, 35, 80, 12]"
興奮した,7451,トリプルX,4565,5.964,87.6961,2002-10-26,"[28, 12, 53, 80]"
興奮した,980477,ナタ 魔童の大暴れ,379,8.053,87.2844,2025-03-14,"[16, 14, 12, 28]"
興奮した,1051486,Stockholm Bloodbath,35,6.314,79.9779,2024-01-19,"[28, 36, 18, 12, 10752]"
興奮した,552524,リロ＆スティッチ,1671,7.269,86.9977,2025-06-06,"[10751, 878, 35, 12]"
興奮した,1369679,Get Fast,27,5.852,76.7823,2024-12-12,"[28, 80, 53]"
興奮した,1284120,Den stygge stesøsteren,415,7.2,73.7522,2025-03-07,"[27, 35, 14, 18]"
興奮した,157336,インターステラー,37930,8.5,64.2154,2014-11-22,"[12, 18, 878]"
興奮した,541671,バレリーナ：The World of John Wick,1735,7.354,74.1695,2025-08-22,"[28, 53, 80]"
興奮した,506763,王朝の陰謀 闇の四天王と黄金のドラゴン,200,6.235,70.4224,2019-01-19,"[28, 14, 12, 9648]"
興奮した,1382406,惊天大营救,121,7.566,65.7101,2024-12-05,"[28, 80, 53]"
興奮した,1151334,イーニー・ミーニー,212,6.427,65.2432,2025-08-22,"[53, 28, 35]"
興奮した,1022787,星つなぎのエリオ,502,6.928,68.7748,2025-06-18,"[10751, 35, 12, 16, 878]"
興奮した,155,ダークナイト,34453,8.524,55.1193,2008-07-28,"[18, 28, 80, 53]"
興奮した,1252428,狂蟒之灾,105,7.267,50.4153,2024-03-01,"[12, 27, 53]"
興奮した,1071585,M3GAN／ミーガン 2.0,845,7.47,51.7262,2025-10-10,"[28, 878, 53]"
興奮した,974397,My Freaky Family,6,7.0,51.1213,2024-04-25,"[16, 10751, 14]"
興奮した,615453,ナタ～魔童降臨～,660,7.901,51.0604,2019-07-26,"[16, 14, 12]"
興奮した,986056,サンダーボルツ*,2674,7.343,48.3016,2025-05-02,"[28, 878, 12]"
興奮した,1233413,罪人たち,2599,7.546,45.1299,2025-06-20,"[27, 28, 53]"
興奮した,1011477,ベスト・キッド：レジェンズ,867,7.118,48.3566,2025-08-29,"[28, 12, 18]"
興奮した,1125257,シャッフル・フライデー,196,6.888,45.8911,2025-09-05,"[35, 14, 10751]"
興奮した,1246049,Dracula,145,7.148,47.5375,2025-07-30,"[27, 14, 10749]"
興奮した,986206,Night Carnage,50,5.94,45.3116,2025-07-29,"[28, 27, 10749]"
興奮した,1367575,A Line of Fire,39,6.321,44.185,2025-04-05,"[28, 53]"
興奮した,660033,Jak zostałem gangsterem. Historia prawdziwa,112,7.0,45.7864,2019-12-25,"[80, 28]"
興奮した,1185528,射雕英雄传：侠之大者,65,6.777,42.5194,2025-01-29,"[28, 18, 36]"
興奮した,24428,アベンジャーズ,33198,7.812,45.8745,2012-08-14,"[878, 28, 12]"
興奮した,70196,The Veteran,128,5.8,39.5009,2011-04-29,"[28, 80, 53]"
興奮した,1241921,ビューティフル・ジャーニー ふたりの時空旅行,32,6.2,33.1492,2025-12-19,"[10749, 14, 18]"
興奮した,936108,劇場版スマーフ／おどるキノコ村の時空大冒険（パラレルアドベンチャー）,189,6.04,38.4192,2025-09-19,"[16, 10751, 14]"
興奮した,1241470,Osiris,118,6.538,40.5468,2025-07-25,"[878, 28, 27]"
興奮した,1241982,モアナと伝説の海２,2715,7.0,37.1437,2024-12-06,"[10751, 35, 12, 16]"
興奮した,950387,マインクラフト／ザ・ムービー,2374,6.366,37.632,2025-04-25,"[10751, 35, 12]"
興奮した,1326106,アニメ『怪獣８号』第１期総集編／同時上映「保科の休日」,65,7.923,37.48,2025-03-28,"[16, 28, 878]"
興奮した,1029575,ファミリー・プラン,1615,7.251,43.2175,2023-12-15,"[28, 35, 10751]"
興奮した,1319895,Hostile Takeover,29,7.517,34.8936,2025-08-08,"[28, 35, 53]"
興奮した,671,ハリー・ポッターと賢者の石,28644,7.9,33.7145,2001-12-01,"[12, 14]"
興奮した,76600,アバター：ウェイ・オブ・ウォーター,12888,7.6,35.5187,2022-12-16,"[878, 12, 28]"
興奮した,533535,デッドプール＆ウルヴァリン,7761,7.578,33.1261,2024-07-24,"[28, 35, 878]"
興奮した,507244,Afterburn,17,5.353,34.1014,2025-08-20,"[878, 28, 35]"
興奮した,1197306,ワーキングマン,1569,6.707,33.4093,2026-01-02,"[28, 80, 53]"
興奮した,1155281,封神第二部：战火西岐,104,6.404,35.7955,2025-01-31,"[28, 14, 10752]"
興奮した,1419406,捕风追影,30,7.4,32.335,2025-08-16,"[28, 80, 53]"
興奮した,9806,Mr.インクレディブル,18299,7.718,31.9839,2004-12-04,"[28, 12, 16, 10751]"
興奮した,939243,ソニック × シャドウ TOKYO MISSION,2954,7.7,31.7675,2024-12-27,"[28, 878, 35, 10751]"
興奮した,635302,劇場版「鬼滅の刃」無限列車編,4253,8.21,34.0079,2020-10-16,"[16, 28, 14, 53]"
興奮した,228854,スターヴァージン,9,5.3,31.4655,1988-06-05,"[878, 35, 28]"
興奮した,997892,The Island of Lost Girls,5,5.2,31.1441,2024-12-19,"[10751, 12, 53]"
興奮した,1257009,Primitive War,28,6.8,30.9473,2025-09-01,"[28, 27, 10752]"
興奮した,3933,ティム・バートンのコープスブライド,9723,7.584,30.8544,2005-10-22,"[10749, 14, 16]"
興奮した,1106289,ザ・ピックアップ ~恋の強盗大作戦~,366,6.5,34.4108,2025-08-06,"[28, 35, 80]"
興奮した,791155,シークレット・ヘッドクォーターズ,385,6.456,32.6705,2022-08-12,"[28, 12, 35, 878, 10751]"
興奮した,1022789,インサイド・ヘッド２,6148,7.552,32.1916,2024-08-01,"[16, 12, 35, 10751]"
興奮した,83533,アバター：ファイヤー・アンド・アッシュ,0,0.0,31.4647,2025-12-17,"[878, 12, 14]"
興奮した,299536,アベンジャーズ／インフィニティ・ウォー,30975,8.236,32.3004,2018-04-27,"[12, 28, 878]"
興奮した,19995,アバター,32646,7.6,28.5946,2010-08-26,"[28, 12, 14, 878]"
興奮した,1429739,ゴールドラッシュ・ギャング,25,6.896,28.4878,2025-08-21,"[28, 35, 18, 37]"
興奮した,411,ナルニア国物語／第1章：ライオンと魔女,11084,7.133,28.1675,2006-03-04,"[12, 10751, 14]"
興奮した,615457,Mr.ノーバディ,7747,7.91,28.1107,2021-06-11,"[28, 53]"
興奮した,27205,インセプション,38008,8.37,26.2562,2010-07-17,"[28, 878, 12]"
興奮した,822119,キャプテン・アメリカ：ブレイブ・ニュー・ワールド,2640,6.029,27.3359,2025-02-14,"[28, 53, 878]"
興奮した,385687,ワイルド・スピード／ファイヤーブースト,6051,7.0,27.1695,2023-05-19,"[28, 80, 53, 12, 9648]"
興奮した,749170,ヘッド･オブ･ステイト,744,6.916,33.0612,2025-07-02,"[28, 53, 35]"
興奮した,634649,スパイダーマン：ノー・ウェイ・ホーム,21142,7.939,26.4362,2022-01-07,"[28, 12, 878]"
興奮した,1195631,William Tell,127,6.48,27.0114,2025-01-17,"[28, 18, 36]"
興奮した,1011985,カンフー・パンダ 4 伝説のマスター降臨,3225,7.0,27.2467,2024-12-04,"[16, 10751, 28, 35, 12, 14]"
興奮した,1429747,ซ้ำวัน กับ Someone,4,7.5,25.3829,2025-09-18,"[10749, 35, 14]"
興奮した,1124619,Bride Hard,114,5.605,25.3331,2025-06-19,"[28, 35]"
興奮した,912649,ヴェノム：ザ・ラストダンス,3753,6.7,24.5814,2024-10-25,"[28, 878, 12]"
興奮した,260513,インクレディブル・ファミリー,13273,7.455,25.7581,2018-08-01,"[28, 12, 16, 10751]"
興奮した,120,ロード・オブ・ザ・リング,26411,8.425,24.7085,2002-03-02,"[12, 14, 28]"
興奮した,198663,メイズ・ランナー,17581,7.192,26.0456,2015-02-19,"[28, 9648, 878, 53]"
興奮した,122,ロード・オブ・ザ・リング／王の帰還,25484,8.489,23.5068,2004-02-14,"[12, 14, 28]"
興奮した,475624,Sea Change,30,5.8,21.5419,2017-09-17,"[18, 10770, 14]"
興奮した,402431,ウィキッド ふたりの魔女,2420,6.9,22.8553,2025-03-07,"[18, 10749, 14]"
興奮した,1376434,プレデター：最凶頂上決戦,863,7.893,27.4301,2025-06-06,"[16, 28, 878, 53]"
興奮した,1865,パイレーツ・オブ・カリビアン／生命の泉,14498,6.561,23.3062,2011-05-20,"[12, 28, 14]"
興奮した,354912,リメンバー・ミー,20257,8.202,22.7317,2018-03-16,"[10751, 16, 10402, 12]"
怖かった,1311031,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,394,7.807,505.3477,2025-07-18,"[16, 28, 14, 53]"
怖かった,1267319,カマキリ,23,6.0,475.7892,2025-09-26,"[28, 80, 53]"
怖かった,1328803,Prisoner of War,40,7.2,440.7085,2025-09-19,"[28, 10752, 53, 36]"
怖かった,755898,ウォー・オブ・ザ・ワールド,587,4.4,435.6475,2025-07-29,"[878, 53]"
怖かった,1038392,死霊館 最後の儀式,466,6.549,270.3458,2025-10-17,[27]
怖かった,1450529,Gatillero,6,5.833,217.1855,2025-06-12,"[53, 28]"
怖かった,1078605,Weapons,1658,7.403,207.742,2025-08-04,"[27, 9648]"
怖かった,1007734,Mr.ノーバディ2,702,7.145,180.3249,2025-10-24,"[28, 53]"
怖かった,1054867,ワン・バトル・アフター・アナザー,290,7.626,192.0745,2025-10-03,"[28, 80, 53]"
怖かった,803796,KPOPガールズ! デーモン・ハンターズ,1523,8.3,160.9413,2025-06-20,"[10751, 10402, 35, 12, 14, 16, 27]"
怖かった,575265,ミッション：インポッシブル／ファイナル・レコニング,1817,7.3,147.481,2025-05-23,"[28, 12, 53]"
怖かった,914215,Humane,171,5.363,124.886,2024-04-26,"[27, 878, 53]"
怖かった,1242011,Together,497,7.22,110.3037,2025-07-28,[27]
怖かった,1119878,アイス･ロード：リベンジ,430,6.363,95.7778,2025-09-03,"[28, 53, 18]"
怖かった,7451,トリプルX,4565,5.964,87.6961,2002-10-26,"[28, 12, 53, 80]"
怖かった,691363,La Chose derrière la porte,22,5.5,94.7874,2023-01-16,[27]
怖かった,1369679,Get Fast,27,5.852,76.7823,2024-12-12,"[28, 80, 53]"
怖かった,1284120,Den stygge stesøsteren,415,7.2,73.7522,2025-03-07,"[27, 35, 14, 18]"
怖かった,541671,バレリーナ：The World of John Wick,1735,7.354,74.1695,2025-08-22,"[28, 53, 80]"
怖かった,604079,The Long Walk,157,7.2,66.2153,2025-09-10,"[27, 53]"
怖かった,1382406,惊天大营救,121,7.566,65.7101,2024-12-05,"[28, 80, 53]"
怖かった,1151334,イーニー・ミーニー,212,6.427,65.2432,2025-08-22,"[53, 28, 35]"
怖かった,574475,ファイナル・デッドブラッド,2191,7.116,62.028,2025-10-22,"[27, 9648]"
怖かった,155,ダークナイト,34453,8.524,55.1193,2008-07-28,"[18, 28, 80, 53]"
怖かった,1252428,狂蟒之灾,105,7.267,50.4153,2024-03-01,"[12, 27, 53]"
怖かった,1071585,M3GAN／ミーガン 2.0,845,7.47,51.7262,2025-10-10,"[28, 878, 53]"
怖かった,138843,死霊館,12211,7.54,51.7539,2013-10-11,"[27, 53]"
怖かった,1083433,I Know What You Did Last Summer,400,5.948,54.6209,2025-07-16,"[27, 9648, 53]"
怖かった,1100988,28年後...,1475,6.739,51.0836,2025-06-20,"[27, 53, 878]"
怖かった,1233413,罪人たち,2599,7.546,45.1299,2025-06-20,"[27, 28, 53]"
怖かった,1354441,La hacienda: El regreso de los malditos,2,5.5,51.8638,2025-03-09,[27]
怖かった,1246049,Dracula,145,7.148,47.5375,2025-07-30,"[27, 14, 10749]"
怖かった,986206,Night Carnage,50,5.94,45.3116,2025-07-29,"[28, 27, 10749]"
怖かった,1278950,The Ritual,176,5.8,45.2971,2025-04-18,"[27, 18, 53]"
怖かった,1367575,A Line of Fire,39,6.321,44.185,2025-04-05,"[28, 53]"
怖かった,1151031,Bring Her Back,962,7.428,46.3261,2025-05-28,[27]
怖かった,423108,死霊館 悪魔のせいなら、無罪。,6250,7.391,43.6019,2021-10-01,"[27, 9648, 53]"
怖かった,460229,Kiss and Kill,64,5.3,38.8382,2017-08-08,"[9648, 53, 10749]"
怖かった,926606,甜蜜养老院,77,6.553,41.1126,2025-07-24,"[27, 9648, 53]"
怖かった,70196,The Veteran,128,5.8,39.5009,2011-04-29,"[28, 80, 53]"
怖かった,1215020,American Sweatshop,9,4.833,58.6616,2025-09-19,"[53, 9648]"
怖かった,1242434,天国と地獄 Highest 2 Lowest,271,5.8,37.1582,2025-09-05,"[53, 80, 18]"
怖かった,1530127,Lookout,5,6.4,39.9813,2025-09-02,"[53, 878, 27]"
怖かった,1151272,Sirāt,138,7.014,33.7675,2025-06-06,"[18, 53]"
怖かった,1389158,माँ,42,6.679,41.2999,2025-06-20,[27]
怖かった,1241470,Osiris,118,6.538,40.5468,2025-07-25,"[878, 28, 27]"
怖かった,1163545,Lubuk,0,0.0,41.7277,2024-07-18,[53]
怖かった,1319895,Hostile Takeover,29,7.517,34.8936,2025-08-08,"[28, 35, 53]"
怖かった,1285965,Dangerous Animals,279,6.5,34.7359,2025-06-22,"[27, 53]"
怖かった,1244953,Trust,26,5.885,30.5177,2025-08-22,[53]
怖かった,1088166,Relay,91,7.209,30.1398,2025-08-21,"[53, 18]"
怖かった,1197306,ワーキングマン,1569,6.707,33.4093,2026-01-02,"[28, 80, 53]"
怖かった,259693,死霊館 エンフィールド事件,8844,7.294,35.3204,2016-07-09,[27]
怖かった,1419406,捕风追影,30,7.4,32.335,2025-08-16,"[28, 80, 53]"
怖かった,635302,劇場版「鬼滅の刃」無限列車編,4253,8.21,34.0079,2020-10-16,"[16, 28, 14, 53]"
怖かった,950396,深い谷の間に,3037,7.694,35.1187,2025-02-14,"[10749, 878, 53]"
怖かった,997892,The Island of Lost Girls,5,5.2,31.1441,2024-12-19,"[10751, 12, 53]"
怖かった,1257009,Primitive War,28,6.8,30.9473,2025-09-01,"[28, 27, 10752]"
怖かった,1223690,Pretty Thing,21,5.905,31.3222,2025-07-03,"[18, 53]"
怖かった,1443260,Rob1n,43,5.244,30.3862,2025-03-20,"[27, 53]"
怖かった,550,ファイト・クラブ,30795,8.438,29.366,1999-12-11,"[18, 53]"
怖かった,512198,Dead Bride,4,4.8,33.1719,2025-01-09,"[27, 53]"
怖かった,986097,HIM,25,5.6,28.9974,2025-09-18,"[27, 9648]"
怖かった,615457,Mr.ノーバディ,7747,7.91,28.1107,2021-06-11,"[28, 53]"
怖かった,1359977,Conjuring the Cult,38,5.658,32.113,2024-10-01,"[27, 18]"
怖かった,822119,キャプテン・アメリカ：ブレイブ・ニュー・ワールド,2640,6.029,27.3359,2025-02-14,"[28, 53, 878]"
怖かった,385687,ワイルド・スピード／ファイヤーブースト,6051,7.0,27.1695,2023-05-19,"[28, 80, 53, 12, 9648]"
怖かった,1159939,The Partisan,1,5.0,47.9859,2025-10-03,"[36, 10752, 53]"
怖かった,870028,ザ・コンサルタント2,1372,7.147,27.1265,2025-06-05,"[9648, 80, 53]"
怖かった,933260,サブスタンス,5097,7.154,27.9021,2024-09-07,"[18, 27, 878]"
怖かった,749170,ヘッド･オブ･ステイト,744,6.916,33.0612,2025-07-02,"[28, 53, 35]"
怖かった,1164355,Lembayung,10,7.2,23.966,2024-09-19,"[27, 53]"
怖かった,713364,Clown in a Cornfield,340,6.1,25.1887,2025-05-08,"[27, 9648, 53]"
怖かった,173705,女教師 生徒の眼の前で,35,6.4,24.7096,1982-04-09,"[18, 9648, 27]"
怖かった,1300116,フォール・フォー・ミー,120,6.158,23.757,2025-08-21,"[10749, 53]"
怖かった,198663,メイズ・ランナー,17581,7.192,26.0456,2015-02-19,"[28, 9648, 878, 53]"
怖かった,1376434,プレデター：最凶頂上決戦,863,7.893,27.4301,2025-06-06,"[16, 28, 878, 53]"
怖かった,945961,エイリアン：ロムルス,3982,7.177,23.9148,2024-09-06,"[27, 878]"
怖かった,216015,フィフティ・シェイズ・オブ・グレイ,12116,5.88,22.4122,2015-02-13,"[18, 10749, 53]"
怖かった,957121,The Man in My Basement,7,5.7,22.142,2025-09-12,"[27, 9648, 53]"
怖かった,1229262,I Don't Understand You,21,6.048,21.0513,2024-03-08,"[27, 35]"
怖かった,359410,ロードハウス／孤独の街,2683,6.944,24.624,2024-03-08,"[28, 53]"
怖かった,496243,パラサイト 半地下の家族,19518,8.497,20.2593,2019-12-27,"[35, 53, 18]"
怖かった,539972,クレイヴン・ザ・ハンター,2028,6.488,22.4047,2024-12-13,"[28, 12, 53]"
怖かった,1058537,Angels Fallen: Warriors of Peace,57,6.088,23.68,2024-07-09,"[27, 28, 14, 12]"
怖かった,1227003,Shadow of God,36,5.681,24.8887,2025-03-26,[27]
怖かった,1087891,アマチュア,1208,6.977,22.6794,2025-04-11,"[53, 28]"
怖かった,1426776,ストロー: 絶望の淵で,834,7.851,20.3627,2025-06-06,"[53, 18, 80]"
怖かった,1393382,Popeye's Revenge,44,5.068,22.8712,2025-02-12,[27]
怖かった,603692,ジョン・ウィック：コンセクエンス,7388,7.72,20.4374,2023-09-22,"[28, 53, 80]"
怖かった,1010756,The Strangers: Chapter 2,6,5.5,21.7887,2025-09-25,"[27, 53]"
怖かった,1084199,コンパニオン,1703,7.053,20.5235,2025-05-28,"[27, 878, 53]"
怖かった,820232,鬼滅の刃 兄妹の絆,228,7.912,19.948,2019-03-29,"[16, 28, 14, 53]"
怖かった,613099,Legado en los huesos,439,6.566,20.3914,2019-12-05,"[53, 80, 9648]"
怖かった,1080365,దె కాల్ హిమ్ ఓజి,6,7.2,19.2701,2025-09-24,"[28, 53]"
怖かった,1404864,警部補ゼンデ,8,6.375,18.8673,2025-09-05,"[35, 18, 53]"
怖かった,414906,THE BATMAN－ザ・バットマン－,11248,7.7,18.0715,2022-03-11,"[80, 9648, 53]"
怖かった,16869,イングロリアス・バスターズ,23251,8.215,18.616,2009-11-20,"[18, 53, 10752]"
怖かった,807,セブン,22133,8.376,18.2472,1996-01-27,"[80, 9648, 53]"
怖かった,146233,プリズナーズ,12460,8.1,18.0675,2014-05-03,"[18, 53, 80]"
新鮮だった,617126,ファンタスティック４：ファースト・ステップ,1663,7.186,782.6754,2025-07-25,"[878, 12]"
新鮮だった,755898,ウォー・オブ・ザ・ワールド,587,4.4,435.6475,2025-07-29,"[878, 53]"
新鮮だった,1078605,Weapons,1658,7.403,207.742,2025-08-04,"[27, 9648]"
新鮮だった,1061474,スーパーマン,3401,7.468,196.55,2025-07-11,"[878, 12, 28]"
新鮮だった,1234821,ジュラシック・ワールド／復活の大地,2202,6.403,134.3111,2025-08-08,"[878, 12, 28]"
新鮮だった,914215,Humane,171,5.363,124.886,2024-04-26,"[27, 878, 53]"
新鮮だった,552524,リロ＆スティッチ,1671,7.269,86.9977,2025-06-06,"[10751, 878, 35, 12]"
新鮮だった,157336,インターステラー,37930,8.5,64.2154,2014-11-22,"[12, 18, 878]"
新鮮だった,506763,王朝の陰謀 闇の四天王と黄金のドラゴン,200,6.235,70.4224,2019-01-19,"[28, 14, 12, 9648]"
新鮮だった,1022787,星つなぎのエリオ,502,6.928,68.7748,2025-06-18,"[10751, 35, 12, 16, 878]"
新鮮だった,574475,ファイナル・デッドブラッド,2191,7.116,62.028,2025-10-22,"[27, 9648]"
新鮮だった,1071585,M3GAN／ミーガン 2.0,845,7.47,51.7262,2025-10-10,"[28, 878, 53]"
新鮮だった,1083433,I Know What You Did Last Summer,400,5.948,54.6209,2025-07-16,"[27, 9648, 53]"
新鮮だった,1100988,28年後...,1475,6.739,51.0836,2025-06-20,"[27, 53, 878]"
新鮮だった,986056,サンダーボルツ*,2674,7.343,48.3016,2025-05-02,"[28, 878, 12]"
新鮮だった,24428,アベンジャーズ,33198,7.812,45.8745,2012-08-14,"[878, 28, 12]"
新鮮だった,1083420,Adulthood,22,5.568,46.5525,2025-09-19,"[35, 80, 18, 9648]"
新鮮だった,423108,死霊館 悪魔のせいなら、無罪。,6250,7.391,43.6019,2021-10-01,"[27, 9648, 53]"
新鮮だった,460229,Kiss and Kill,64,5.3,38.8382,2017-08-08,"[9648, 53, 10749]"
新鮮だった,926606,甜蜜养老院,77,6.553,41.1126,2025-07-24,"[27, 9648, 53]"
新鮮だった,1215020,American Sweatshop,9,4.833,58.6616,2025-09-19,"[53, 9648]"
新鮮だった,1530127,Lookout,5,6.4,39.9813,2025-09-02,"[53, 878, 27]"
新鮮だった,1241470,Osiris,118,6.538,40.5468,2025-07-25,"[878, 28, 27]"
新鮮だった,1326106,アニメ『怪獣８号』第１期総集編／同時上映「保科の休日」,65,7.923,37.48,2025-03-28,"[16, 28, 878]"
新鮮だった,76600,アバター：ウェイ・オブ・ウォーター,12888,7.6,35.5187,2022-12-16,"[878, 12, 28]"
新鮮だった,533535,デッドプール＆ウルヴァリン,7761,7.578,33.1261,2024-07-24,"[28, 35, 878]"
新鮮だった,507244,Afterburn,17,5.353,34.1014,2025-08-20,"[878, 28, 35]"
